date_time,DJIA_Price,DJIA_Open,DJIA_High,DJIA_Low,DJIA_Vol.,DJIA_Change %
1997-02-03,6877.74,6810.8,7073.62,6710.72,42500000.0,0.0
1997-02-01,6877.73,6813.86,7073.62,6710.72,766000000.0,0.95
1997-01-02,6813.09,6447.5,6906.6,6352.83,47520000.0,0.0
1997-01-01,6813.08,6461.73,6906.22,6352.82,1000000000.0,5.66
1996-12-02,6448.27,6520.6,6587.05,6236.05,38720000.0,0.0
1996-12-01,6448.26,6501.58,6587.05,6236.05,781180000.0,-1.13
1996-11-01,6521.7,6036.46,6589.53,5998.82,741540000.0,8.17
1996-10-01,6029.38,5878.81,6134.11,5861.67,761290000.0,2.5
1996-09-03,5882.17,5611.8,5929.89,5561.46,33860000.0,0.0
1996-09-01,5882.16,5581.07,5929.88,5561.46,649320000.0,4.74
1996-08-01,5616.2,5534.09,5739.02,5524.1,615810000.0,1.58
1996-07-01,5528.91,5670.14,5733.31,5182.32,779870000.0,-2.22
1996-06-03,5654.63,5643.9,5742.54,5580.38,33980000.0,0.0
1996-06-01,5654.62,5627.29,5742.54,5580.38,647780000.0,0.2
1996-05-01,5643.17,5554.26,5796.1,5342.19,801910000.0,1.33
