date_time,DJIA_Price,DJIA_Open,DJIA_High,DJIA_Low,DJIA_Vol.,DJIA_Change %
1996-04-01,5569.07,5609.9,5697.69,5415.53,756530000.0,-0.32
1996-03-01,5587.14,5524.64,5709.97,5424.2,831130000.0,1.85
1996-02-01,5485.62,5387.35,5659.4,5348.34,775580000.0,1.67
1996-01-02,5395.3,5115.7,5408.67,5014.52,40720000.0,0.0
1996-01-01,5395.3,5107.0,5408.67,5000.79,851550000.0,5.44
1995-12-01,5117.12,5074.13,5235.62,5031.5,602280000.0,0.84
1995-11-01,5074.49,4749.34,5118.93,4744.64,598970000.0,6.71
1995-10-02,4755.48,4789.8,4816.9,4659.74,32480000.0,0.0
1995-10-01,4755.48,4786.55,4816.9,4659.74,685560000.0,-0.7
1995-09-01,4789.08,4610.2,4816.54,4607.03,702700000.0,3.87
1995-08-01,4610.56,4711.28,4754.96,4570.85,623010000.0,-2.08
1995-07-03,4708.47,4556.1,4747.21,4551.25,34740000.0,0.0
1995-07-01,4708.47,4552.98,4747.21,4551.25,665570000.0,3.34
1995-06-01,4556.09,4457.19,4593.1,4406.69,632140000.0,2.04
1995-05-01,4465.14,4316.43,4465.14,4301.56,689940000.0,3.33
1995-04-03,4321.27,4157.7,4328.53,4155.96,30380000.0,0.0
1995-04-01,4321.27,4159.42,4328.53,4155.96,547540000.0,3.93
1995-03-01,4157.69,3992.03,4198.84,3945.69,702570000.0,3.66
1995-02-01,4011.05,3850.25,4021.23,3831.41,539850000.0,4.35
1995-01-03,3843.86,3834.4,3936.72,3817.26,31180000.0,0.0
1995-01-01,3843.86,3831.41,3936.72,3817.26,615770000.0,0.25
1994-12-01,3834.44,3733.51,3866.4,3655.11,533410000.0,2.55
1994-11-01,3739.22,3892.98,3907.78,3638.83,613280000.0,-4.32
1994-10-03,3908.12,3843.2,3949.84,3747.97,31820000.0,0.0
1994-10-01,3908.12,3850.59,3949.84,3747.97,636270000.0,1.69
1994-09-01,3843.18,3899.5,3953.88,3820.21,591490000.0,-1.79
1994-08-01,3913.42,3767.09,3939.32,3736.33,625180000.0,3.96
1994-07-01,3764.5,3654.42,3770.0,3623.02,450820000.0,3.85
1994-06-01,3624.96,3753.14,3823.39,3610.4,537000000.0,-3.55
1994-05-02,3758.37,3681.7,3772.79,3623.1,26340000.0,0.0
1994-05-01,3758.37,3683.77,3772.79,3623.1,505570000.0,2.08
1994-04-04,3681.69,3634.5,3710.84,3552.47,30980000.0,0.0
1994-04-01,3681.69,3552.18,3710.84,3552.18,566700000.0,1.26
1994-03-01,3635.96,3828.93,3895.94,3559.09,667470000.0,-5.12
1994-02-01,3832.02,3976.67,3982.02,3826.39,508570000.0,-3.68
1994-01-03,3978.36,3754.1,3985.96,3742.81,30760000.0,0.0
1994-01-01,3978.36,3751.57,3985.96,3742.81,619540000.0,5.97
1993-12-01,3754.09,3707.7,3799.92,3685.06,501360000.0,1.9
1993-11-01,3683.95,3673.33,3717.76,3600.67,566680000.0,0.09
1993-10-01,3680.59,3557.36,3708.82,3553.72,529130000.0,3.53
1993-09-01,3555.12,3642.31,3655.72,3507.06,487800000.0,-2.63
1993-08-02,3651.25,3539.5,3663.83,3536.96,24830000.0,0.0
1993-08-01,3651.25,3542.55,3663.83,3536.96,526610000.0,3.16
1993-07-01,3539.47,3520.51,3583.9,3449.93,500960000.0,0.67
1993-06-01,3516.08,3534.07,3569.78,3462.66,461150000.0,-0.32
1993-05-03,3527.43,3439.44,3565.07,3415.33,24520000.0,0.0
1993-05-01,3527.43,3435.65,3565.07,3415.33,472650000.0,2.91
1993-04-01,3427.55,3444.57,3481.58,3363.79,645980000.0,-0.22
1993-03-01,3435.11,3380.81,3482.12,3343.26,586100000.0,1.91
1993-02-01,3370.81,3315.16,3456.73,3266.8,577510000.0,1.84
1993-01-04,3310.0,3301.1,3320.83,3231.95,32100000.0,0.0
1993-01-01,3310.03,3312.46,3320.83,3231.95,620030000.0,0.27
1992-12-01,3301.11,3299.22,3352.71,3248.16,510280000.0,-0.12
1992-11-02,3305.2,3226.3,3308.41,3184.67,23770000.0,0.0
1992-11-01,3305.16,3224.12,3308.41,3184.67,452350000.0,2.44
1992-10-01,3226.28,3279.23,3280.85,3095.79,523780000.0,-1.39
1992-09-01,3271.66,3254.64,3376.49,3233.84,436550000.0,0.44
1992-08-03,3257.4,3393.8,3399.99,3207.1,134600.0,0.0
1992-08-01,3257.35,3385.4,3399.99,3207.1,363360000.0,-4.02
1992-07-01,3393.78,3323.87,3402.96,3266.53,442090000.0,2.27
1992-06-01,3318.52,3388.58,3422.28,3254.05,475500000.0,-2.31
1992-05-01,3396.88,3355.99,3420.21,3324.02,373460000.0,1.12
1992-04-01,3359.12,3220.04,3366.5,3161.23,441520000.0,3.82
1992-03-02,3235.5,3267.7,3299.64,3188.28,18980000.0,0.0
1992-03-01,3235.47,3270.8,3299.64,3188.28,402150000.0,-0.99
1992-02-03,3267.7,3223.4,3293.38,3207.96,22580000.0,0.0
1992-02-01,3267.67,3219.81,3293.38,3207.96,411160000.0,1.37
1992-01-02,3223.4,3152.1,3299.19,3139.31,26440000.0,0.0
1992-01-01,3223.39,3152.06,3299.19,3139.31,556360000.0,1.72
1991-12-02,3168.83,2866.28,3204.61,2832.29,22950000.0,0.0
1991-12-01,3168.83,2893.11,3188.05,2839.44,455160000.0,9.47
1991-11-01,2894.68,3068.64,3082.06,2868.96,386030000.0,-5.68
1991-10-01,3069.1,3017.66,3077.37,2938.28,452960000.0,1.73
1991-09-03,3016.77,3042.04,3066.64,2963.1,19420000.0,0.0
1991-09-01,3016.77,3043.82,3060.82,2972.71,372740000.0,-0.88
1991-08-01,3043.6,3024.37,3057.91,2859.57,424050000.0,0.62
1991-07-01,3024.82,2906.75,3029.96,2906.75,368380000.0,4.06
1991-06-03,2906.75,3023.03,3057.47,2879.25,20160000.0,0.0
1991-06-01,2906.75,3027.5,3036.0,2883.72,384150000.0,-3.99
1991-05-01,3027.5,2887.87,3027.5,2840.34,426850000.0,4.84
1991-04-01,2887.87,2913.86,3017.57,2854.95,462650000.0,-0.89
1991-03-01,2913.86,2882.18,3002.72,2843.56,466000000.0,1.1
1991-02-01,2882.18,2737.38,2939.85,2706.44,538650000.0,5.33
1991-01-02,2736.39,2627.23,2747.28,2447.03,22230000.0,0.0
1991-01-01,2736.39,2633.66,2736.38,2457.67,475020000.0,3.9
1990-12-03,2633.66,2572.27,2662.62,2534.65,18380000.0,0.0
1990-12-01,2633.66,2559.65,2648.51,2539.11,354890000.0,2.89
1990-11-01,2559.65,2442.08,2572.77,2421.29,383250000.0,4.8
1990-10-01,2442.33,2452.23,2550.25,2354.21,483000000.0,-0.41
1990-09-04,2452.48,2590.84,2665.35,2367.82,20450000.0,0.0
1990-09-01,2452.48,2614.36,2653.96,2379.7,363300000.0,-6.19
1990-08-01,2614.36,2905.45,2920.54,2478.71,591410000.0,-10.01
1990-07-02,2905.2,2883.17,3024.26,2833.17,21170000.0,0.0
1990-07-01,2905.2,2880.69,3010.64,2852.72,422420000.0,0.85
1990-06-01,2880.69,2878.4,2948.54,2832.18,431040000.0,0.14
1990-05-01,2876.66,2656.76,2894.92,2656.76,438960000.0,8.28
1990-04-02,2656.76,2684.01,2793.47,2627.7,16820000.0,0.0
1990-04-01,2656.76,2706.76,2782.88,2634.01,422220000.0,-1.86
1990-03-01,2707.21,2627.7,2768.24,2618.47,428160000.0,3.04
1990-02-01,2627.25,2590.32,2664.86,2548.42,354110000.0,1.42
1990-01-02,2590.54,2748.72,2834.04,2513.06,22610000.0,0.0
1990-01-01,2590.54,2753.41,2822.95,2519.14,474840000.0,-5.91
